Initial Setup: num_clients=1, num_sigma_values=[5, 10, 15, 20], kappa_join_values=[0.3, 0.5, 0.8], N_r_values=[10, 20, 30]
num_sigma:15, kappa_join:0.3, N_r:10, f1_score:0.015966029723991505, precission:0.008050012845765179, recall:0.9591836734693877
num_sigma:10, kappa_join:0.8, N_r:10, f1_score:0.018704469383736953, precission:0.009443339960238568, recall:0.9693877551020408
num_sigma:10, kappa_join:0.5, N_r:10, f1_score:0.07652173913043478, precission:0.03996366939146231, recall:0.8979591836734694
num_sigma:15, kappa_join:0.3, N_r:20, f1_score:0.07804878048780489, precission:0.04079740380157627, recall:0.8979591836734694
num_sigma:10, kappa_join:0.3, N_r:10, f1_score:0.059582919563058584, precission:0.030790283954840916, recall:0.9183673469387755
num_sigma:10, kappa_join:0.8, N_r:20, f1_score:0.09601873536299767, precission:0.05093167701863354, recall:0.8367346938775511
num_sigma:10, kappa_join:0.5, N_r:20, f1_score:0.09071729957805907, precission:0.047830923248053395, recall:0.8775510204081632
num_sigma:15, kappa_join:0.5, N_r:10, f1_score:0.017948233515964484, precission:0.009057971014492754, recall:0.9693877551020408
num_sigma:10, kappa_join:0.3, N_r:20, f1_score:0.05021897810218978, precission:0.025849113315299068, recall:0.8775510204081632
num_sigma:10, kappa_join:0.8, N_r:30, f1_score:0.06368460955269144, precission:0.03307086614173228, recall:0.8571428571428571
num_sigma:15, kappa_join:0.8, N_r:10, f1_score:0.01959353830119854, precission:0.009897862482889333, recall:0.9591836734693877
num_sigma:10, kappa_join:0.5, N_r:30, f1_score:0.04438709677419355, precission:0.022769393698702674, recall:0.8775510204081632
num_sigma:5, kappa_join:0.3, N_r:30, f1_score:0.03208556149732621, precission:0.016338028169014085, recall:0.8877551020408163
num_sigma:10, kappa_join:0.3, N_r:30, f1_score:0.024314390726604466, precission:0.012327981651376147, recall:0.8775510204081632
num_sigma:5, kappa_join:0.5, N_r:10, f1_score:0.02644119907763259, precission:0.013422818791946308, recall:0.8775510204081632
num_sigma:5, kappa_join:0.8, N_r:30, f1_score:0.03132877205617573, precission:0.01594574780058651, recall:0.8877551020408163
num_sigma:5, kappa_join:0.5, N_r:30, f1_score:0.03132877205617573, precission:0.01594574780058651, recall:0.8877551020408163
num_sigma:15, kappa_join:0.5, N_r:20, f1_score:0.02221149203283438, precission:0.011238700219887612, recall:0.9387755102040817
num_sigma:5, kappa_join:0.5, N_r:20, f1_score:0.03235403495723317, precission:0.016477272727272726, recall:0.8877551020408163
num_sigma:5, kappa_join:0.3, N_r:10, f1_score:0.026925485284909203, precission:0.013672496025437202, recall:0.8775510204081632
num_sigma:5, kappa_join:0.3, N_r:20, f1_score:0.03238414293690676, precission:0.016492890995260665, recall:0.8877551020408163
num_sigma:5, kappa_join:0.8, N_r:10, f1_score:0.026588344411810173, precission:0.013498665829540103, recall:0.8775510204081632
num_sigma:5, kappa_join:0.8, N_r:20, f1_score:0.03235403495723317, precission:0.016477272727272726, recall:0.8877551020408163
num_sigma:15, kappa_join:0.3, N_r:30, f1_score:0.07258064516129033, precission:0.037783375314861464, recall:0.9183673469387755
num_sigma:15, kappa_join:0.5, N_r:30, f1_score:0.0818014705882353, precission:0.04282964388835419, recall:0.9081632653061225
num_sigma:15, kappa_join:0.8, N_r:20, f1_score:0.02561307901907357, precission:0.012979839823253245, recall:0.9591836734693877
num_sigma:20, kappa_join:0.3, N_r:10, f1_score:0.015374861309240765, precission:0.0077476038338658145, recall:0.9897959183673469
num_sigma:20, kappa_join:0.5, N_r:10, f1_score:0.016526109549365363, precission:0.008332617472725712, recall:0.9897959183673469
num_sigma:20, kappa_join:0.8, N_r:10, f1_score:0.017192484934420417, precission:0.008671553727874128, recall:0.9897959183673469
num_sigma:20, kappa_join:0.3, N_r:20, f1_score:0.02290748898678414, precission:0.01159678858162355, recall:0.9285714285714286
num_sigma:15, kappa_join:0.8, N_r:30, f1_score:0.053475935828877004, precission:0.027539779681762546, recall:0.9183673469387755
num_sigma:20, kappa_join:0.5, N_r:20, f1_score:0.013825220112057047, precission:0.006962257237083181, recall:0.9693877551020408
num_sigma:20, kappa_join:0.8, N_r:20, f1_score:0.01278380717757507, precission:0.006433885128342604, recall:0.9795918367346939
num_sigma:20, kappa_join:0.3, N_r:30, f1_score:0.08532249873031997, precission:0.04489577765900588, recall:0.8571428571428571
num_sigma:20, kappa_join:0.5, N_r:30, f1_score:0.020727673649393603, precission:0.010477039679001338, recall:0.9591836734693877
num_sigma:20, kappa_join:0.8, N_r:30, f1_score:0.015415495784825371, precission:0.007768875940762321, recall:0.9795918367346939
Round 1: Metrics: {'accuracy': 0.9828833257259225, 'precision': 0.0721951219512195, 'recall': 0.7551020408163265, 'f1_score': 0.13178984861976847}, ROC AUC: 0.9502393106933263

Round 3: Metrics: {'accuracy': 0.9813735472771321, 'precision': 0.07502206531332745, 'recall': 0.8673469387755102, 'f1_score': 0.1380991064175467}, ROC AUC: 0.9832836025518817

Round 4: Metrics: {'accuracy': 0.9818475474877989, 'precision': 0.07531760435571688, 'recall': 0.8469387755102041, 'f1_score': 0.13833333333333334}, ROC AUC: 0.9545982609419683

Round 1: Metrics: {'accuracy': 0.9882553281134792, 'precision': 0.11050477489768076, 'recall': 0.826530612244898, 'f1_score': 0.19494584837545129}, ROC AUC: 0.9850398516187567

Round 2: Metrics: {'accuracy': 0.9787402127734279, 'precision': 0.06625097427903351, 'recall': 0.8673469387755102, 'f1_score': 0.12309920347574221}, ROC AUC: 0.9868285806162644

Round 3: Metrics: {'accuracy': 0.9813735472771321, 'precision': 0.07502206531332745, 'recall': 0.8673469387755102, 'f1_score': 0.1380991064175467}, ROC AUC: 0.9832836025518817

Round 4: Metrics: {'accuracy': 0.9818475474877989, 'precision': 0.07531760435571688, 'recall': 0.8469387755102041, 'f1_score': 0.13833333333333334}, ROC AUC: 0.9545982609419683

Round 5: Metrics: {'accuracy': 0.9941188862750606, 'precision': 0.20151133501259447, 'recall': 0.8163265306122449, 'f1_score': 0.3232323232323232}, ROC AUC: 0.9363612285094116

Round 1: Metrics: {'accuracy': 0.9921526631789614, 'precision': 0.15581854043392504, 'recall': 0.8061224489795918, 'f1_score': 0.26115702479338837}, ROC AUC: 0.9419452643184454

Round 1: Metrics: {'accuracy': 0.9921526631789614, 'precision': 0.15581854043392504, 'recall': 0.8061224489795918, 'f1_score': 0.26115702479338837}, ROC AUC: 0.9419452643184454

Round 2: Metrics: {'accuracy': 0.9956988869772831, 'precision': 0.2558139534883721, 'recall': 0.7857142857142857, 'f1_score': 0.38596491228070184}, ROC AUC: 0.923210266098561

Round 1: Metrics: {'accuracy': 0.9921526631789614, 'precision': 0.15581854043392504, 'recall': 0.8061224489795918, 'f1_score': 0.26115702479338837}, ROC AUC: 0.9419452643184454

Round 2: Metrics: {'accuracy': 0.9956988869772831, 'precision': 0.2558139534883721, 'recall': 0.7857142857142857, 'f1_score': 0.38596491228070184}, ROC AUC: 0.923210266098561

Round 3: Metrics: {'accuracy': 0.9960324426810856, 'precision': 0.2808219178082192, 'recall': 0.8367346938775511, 'f1_score': 0.4205128205128205}, ROC AUC: 0.9220675467711

Round 1: Metrics: {'accuracy': 0.9921526631789614, 'precision': 0.15581854043392504, 'recall': 0.8061224489795918, 'f1_score': 0.26115702479338837}, ROC AUC: 0.9419452643184454

Round 2: Metrics: {'accuracy': 0.9956988869772831, 'precision': 0.2558139534883721, 'recall': 0.7857142857142857, 'f1_score': 0.38596491228070184}, ROC AUC: 0.923210266098561

Round 3: Metrics: {'accuracy': 0.9960324426810856, 'precision': 0.2808219178082192, 'recall': 0.8367346938775511, 'f1_score': 0.4205128205128205}, ROC AUC: 0.9220675467711

Round 4: Metrics: {'accuracy': 0.9963484428215301, 'precision': 0.2868217054263566, 'recall': 0.7551020408163265, 'f1_score': 0.41573033707865165}, ROC AUC: 0.9150844514085883

Round 1: Metrics: {'accuracy': 0.9921526631789614, 'precision': 0.15581854043392504, 'recall': 0.8061224489795918, 'f1_score': 0.26115702479338837}, ROC AUC: 0.9419452643184454

Round 2: Metrics: {'accuracy': 0.9956988869772831, 'precision': 0.2558139534883721, 'recall': 0.7857142857142857, 'f1_score': 0.38596491228070184}, ROC AUC: 0.923210266098561

Round 3: Metrics: {'accuracy': 0.9960324426810856, 'precision': 0.2808219178082192, 'recall': 0.8367346938775511, 'f1_score': 0.4205128205128205}, ROC AUC: 0.9220675467711

Round 4: Metrics: {'accuracy': 0.9963484428215301, 'precision': 0.2868217054263566, 'recall': 0.7551020408163265, 'f1_score': 0.41573033707865165}, ROC AUC: 0.9150844514085883

Round 5: Metrics: {'accuracy': 0.9988413328183702, 'precision': 0.635593220338983, 'recall': 0.7653061224489796, 'f1_score': 0.6944444444444444}, ROC AUC: 0.8920419145429697

Round 1: Metrics: {'accuracy': 0.9900986622660721, 'precision': 0.13015873015873017, 'recall': 0.8367346938775511, 'f1_score': 0.22527472527472528}, ROC AUC: 0.9387152159682106

Round 1: Metrics: {'accuracy': 0.9900986622660721, 'precision': 0.13015873015873017, 'recall': 0.8367346938775511, 'f1_score': 0.22527472527472528}, ROC AUC: 0.9387152159682106

Round 2: Metrics: {'accuracy': 0.9929777746567887, 'precision': 0.16592920353982302, 'recall': 0.7653061224489796, 'f1_score': 0.2727272727272727}, ROC AUC: 0.9118447129133026

Round 1: Metrics: {'accuracy': 0.9900986622660721, 'precision': 0.13015873015873017, 'recall': 0.8367346938775511, 'f1_score': 0.22527472527472528}, ROC AUC: 0.9387152159682106

Round 2: Metrics: {'accuracy': 0.9929777746567887, 'precision': 0.16592920353982302, 'recall': 0.7653061224489796, 'f1_score': 0.2727272727272727}, ROC AUC: 0.9118447129133026

Round 3: Metrics: {'accuracy': 0.9624662055405357, 'precision': 0.03762466001813237, 'recall': 0.8469387755102041, 'f1_score': 0.0720486111111111}, ROC AUC: 0.9027875676156788

Round 1: Metrics: {'accuracy': 0.9900986622660721, 'precision': 0.13015873015873017, 'recall': 0.8367346938775511, 'f1_score': 0.22527472527472528}, ROC AUC: 0.9387152159682106

Round 2: Metrics: {'accuracy': 0.9929777746567887, 'precision': 0.16592920353982302, 'recall': 0.7653061224489796, 'f1_score': 0.2727272727272727}, ROC AUC: 0.9118447129133026

Round 3: Metrics: {'accuracy': 0.9624662055405357, 'precision': 0.03762466001813237, 'recall': 0.8469387755102041, 'f1_score': 0.0720486111111111}, ROC AUC: 0.9027875676156788

Round 4: Metrics: {'accuracy': 0.944506864225273, 'precision': 0.026584234930448224, 'recall': 0.8775510204081632, 'f1_score': 0.05160516051605161}, ROC AUC: 0.888648120686091

Round 1: Metrics: {'accuracy': 0.9900986622660721, 'precision': 0.13015873015873017, 'recall': 0.8367346938775511, 'f1_score': 0.22527472527472528}, ROC AUC: 0.9387152159682106

Round 2: Metrics: {'accuracy': 0.9929777746567887, 'precision': 0.16592920353982302, 'recall': 0.7653061224489796, 'f1_score': 0.2727272727272727}, ROC AUC: 0.9118447129133026

Round 3: Metrics: {'accuracy': 0.9624662055405357, 'precision': 0.03762466001813237, 'recall': 0.8469387755102041, 'f1_score': 0.0720486111111111}, ROC AUC: 0.9027875676156788

Round 4: Metrics: {'accuracy': 0.944506864225273, 'precision': 0.026584234930448224, 'recall': 0.8775510204081632, 'f1_score': 0.05160516051605161}, ROC AUC: 0.888648120686091

Round 5: Metrics: {'accuracy': 0.9779151012956006, 'precision': 0.06456456456456457, 'recall': 0.8775510204081632, 'f1_score': 0.12027972027972028}, ROC AUC: 0.9125900465701194

Round 1: Metrics: {'accuracy': 0.9678908746181665, 'precision': 0.04519180241723594, 'recall': 0.8775510204081632, 'f1_score': 0.08595702148925537}, ROC AUC: 0.9743636445855776

Round 1: Metrics: {'accuracy': 0.9678908746181665, 'precision': 0.04519180241723594, 'recall': 0.8775510204081632, 'f1_score': 0.08595702148925537}, ROC AUC: 0.9743636445855776

Round 2: Metrics: {'accuracy': 0.9823215476984657, 'precision': 0.07799442896935933, 'recall': 0.8571428571428571, 'f1_score': 0.14297872340425533}, ROC AUC: 0.9786115170603975

Round 1: Metrics: {'accuracy': 0.9678908746181665, 'precision': 0.04519180241723594, 'recall': 0.8775510204081632, 'f1_score': 0.08595702148925537}, ROC AUC: 0.9743636445855776

Round 2: Metrics: {'accuracy': 0.9823215476984657, 'precision': 0.07799442896935933, 'recall': 0.8571428571428571, 'f1_score': 0.14297872340425533}, ROC AUC: 0.9786115170603975

Round 3: Metrics: {'accuracy': 0.9867631052280468, 'precision': 0.10290556900726393, 'recall': 0.8673469387755102, 'f1_score': 0.183982683982684}, ROC AUC: 0.9622291604458327

Round 1: Metrics: {'accuracy': 0.9678908746181665, 'precision': 0.04519180241723594, 'recall': 0.8775510204081632, 'f1_score': 0.08595702148925537}, ROC AUC: 0.9743636445855776

Round 2: Metrics: {'accuracy': 0.9823215476984657, 'precision': 0.07799442896935933, 'recall': 0.8571428571428571, 'f1_score': 0.14297872340425533}, ROC AUC: 0.9786115170603975

Round 3: Metrics: {'accuracy': 0.9867631052280468, 'precision': 0.10290556900726393, 'recall': 0.8673469387755102, 'f1_score': 0.183982683982684}, ROC AUC: 0.9622291604458327

Round 4: Metrics: {'accuracy': 0.9985077771145676, 'precision': 0.549618320610687, 'recall': 0.7346938775510204, 'f1_score': 0.6288209606986901}, ROC AUC: 0.926381994131361

Round 1: Metrics: {'accuracy': 0.9678908746181665, 'precision': 0.04519180241723594, 'recall': 0.8775510204081632, 'f1_score': 0.08595702148925537}, ROC AUC: 0.9743636445855776

Round 2: Metrics: {'accuracy': 0.9823215476984657, 'precision': 0.07799442896935933, 'recall': 0.8571428571428571, 'f1_score': 0.14297872340425533}, ROC AUC: 0.9786115170603975

Round 3: Metrics: {'accuracy': 0.9867631052280468, 'precision': 0.10290556900726393, 'recall': 0.8673469387755102, 'f1_score': 0.183982683982684}, ROC AUC: 0.9622291604458327

Round 4: Metrics: {'accuracy': 0.9985077771145676, 'precision': 0.549618320610687, 'recall': 0.7346938775510204, 'f1_score': 0.6288209606986901}, ROC AUC: 0.926381994131361

Round 5: Metrics: {'accuracy': 0.9960499982444436, 'precision': 0.2832764505119454, 'recall': 0.8469387755102041, 'f1_score': 0.42455242966751916}, ROC AUC: 0.9374025602081013

Round 1: Metrics: {'accuracy': 0.9946806643025174, 'precision': 0.2191780821917808, 'recall': 0.8163265306122449, 'f1_score': 0.34557235421166305}, ROC AUC: 0.9399998779759513

Round 1: Metrics: {'accuracy': 0.9946806643025174, 'precision': 0.2191780821917808, 'recall': 0.8163265306122449, 'f1_score': 0.34557235421166305}, ROC AUC: 0.9399998779759513

Round 2: Metrics: {'accuracy': 0.9905199957866648, 'precision': 0.14123376623376624, 'recall': 0.8877551020408163, 'f1_score': 0.24369747899159666}, ROC AUC: 0.9392471869867811

Round 1: Metrics: {'accuracy': 0.9946806643025174, 'precision': 0.2191780821917808, 'recall': 0.8163265306122449, 'f1_score': 0.34557235421166305}, ROC AUC: 0.9399998779759513

Round 2: Metrics: {'accuracy': 0.9905199957866648, 'precision': 0.14123376623376624, 'recall': 0.8877551020408163, 'f1_score': 0.24369747899159666}, ROC AUC: 0.9392471869867811

Round 3: Metrics: {'accuracy': 0.9913451072644921, 'precision': 0.14795008912655971, 'recall': 0.8469387755102041, 'f1_score': 0.251896813353566}, ROC AUC: 0.929454308453826

Round 1: Metrics: {'accuracy': 0.9946806643025174, 'precision': 0.2191780821917808, 'recall': 0.8163265306122449, 'f1_score': 0.34557235421166305}, ROC AUC: 0.9399998779759513

Round 2: Metrics: {'accuracy': 0.9905199957866648, 'precision': 0.14123376623376624, 'recall': 0.8877551020408163, 'f1_score': 0.24369747899159666}, ROC AUC: 0.9392471869867811

Round 3: Metrics: {'accuracy': 0.9913451072644921, 'precision': 0.14795008912655971, 'recall': 0.8469387755102041, 'f1_score': 0.251896813353566}, ROC AUC: 0.929454308453826

Round 4: Metrics: {'accuracy': 0.9510902004845335, 'precision': 0.03268428372739916, 'recall': 0.9591836734693877, 'f1_score': 0.0632145258910558}, ROC AUC: 0.9341359943667957

Round 1: Metrics: {'accuracy': 0.9946806643025174, 'precision': 0.2191780821917808, 'recall': 0.8163265306122449, 'f1_score': 0.34557235421166305}, ROC AUC: 0.9399998779759513

Round 2: Metrics: {'accuracy': 0.9905199957866648, 'precision': 0.14123376623376624, 'recall': 0.8877551020408163, 'f1_score': 0.24369747899159666}, ROC AUC: 0.9392471869867811

Round 3: Metrics: {'accuracy': 0.9913451072644921, 'precision': 0.14795008912655971, 'recall': 0.8469387755102041, 'f1_score': 0.251896813353566}, ROC AUC: 0.929454308453826

Round 4: Metrics: {'accuracy': 0.9510902004845335, 'precision': 0.03268428372739916, 'recall': 0.9591836734693877, 'f1_score': 0.0632145258910558}, ROC AUC: 0.9341359943667957

Round 5: Metrics: {'accuracy': 0.9408904181735191, 'precision': 0.027191206248192074, 'recall': 0.9591836734693877, 'f1_score': 0.052883263009845284}, ROC AUC: 0.9416969094897384

Round 1: Metrics: {'accuracy': 0.9745795442575752, 'precision': 0.05533596837944664, 'recall': 0.8571428571428571, 'f1_score': 0.10396039603960396}, ROC AUC: 0.9562158871004789

Round 1: Metrics: {'accuracy': 0.9745795442575752, 'precision': 0.05533596837944664, 'recall': 0.8571428571428571, 'f1_score': 0.10396039603960396}, ROC AUC: 0.9562158871004789

Round 2: Metrics: {'accuracy': 0.9897651065622696, 'precision': 0.125193199381762, 'recall': 0.826530612244898, 'f1_score': 0.2174496644295302}, ROC AUC: 0.9499914044824458

Round 1: Metrics: {'accuracy': 0.9745795442575752, 'precision': 0.05533596837944664, 'recall': 0.8571428571428571, 'f1_score': 0.10396039603960396}, ROC AUC: 0.9562158871004789

Round 2: Metrics: {'accuracy': 0.9897651065622696, 'precision': 0.125193199381762, 'recall': 0.826530612244898, 'f1_score': 0.2174496644295302}, ROC AUC: 0.9499914044824458

Round 3: Metrics: {'accuracy': 0.9962079983146659, 'precision': 0.2846715328467153, 'recall': 0.7959183673469388, 'f1_score': 0.41935483870967744}, ROC AUC: 0.9277041605893905

Round 1: Metrics: {'accuracy': 0.9745795442575752, 'precision': 0.05533596837944664, 'recall': 0.8571428571428571, 'f1_score': 0.10396039603960396}, ROC AUC: 0.9562158871004789

Round 2: Metrics: {'accuracy': 0.9897651065622696, 'precision': 0.125193199381762, 'recall': 0.826530612244898, 'f1_score': 0.2174496644295302}, ROC AUC: 0.9499914044824458

Round 3: Metrics: {'accuracy': 0.9962079983146659, 'precision': 0.2846715328467153, 'recall': 0.7959183673469388, 'f1_score': 0.41935483870967744}, ROC AUC: 0.9277041605893905

Round 4: Metrics: {'accuracy': 0.98504266001896, 'precision': 0.09199134199134198, 'recall': 0.8673469387755102, 'f1_score': 0.16634050880626222}, ROC AUC: 0.9261431500005743

Round 1: Metrics: {'accuracy': 0.9745795442575752, 'precision': 0.05533596837944664, 'recall': 0.8571428571428571, 'f1_score': 0.10396039603960396}, ROC AUC: 0.9562158871004789

Round 2: Metrics: {'accuracy': 0.9897651065622696, 'precision': 0.125193199381762, 'recall': 0.826530612244898, 'f1_score': 0.2174496644295302}, ROC AUC: 0.9499914044824458

Round 3: Metrics: {'accuracy': 0.9962079983146659, 'precision': 0.2846715328467153, 'recall': 0.7959183673469388, 'f1_score': 0.41935483870967744}, ROC AUC: 0.9277041605893905

Round 4: Metrics: {'accuracy': 0.98504266001896, 'precision': 0.09199134199134198, 'recall': 0.8673469387755102, 'f1_score': 0.16634050880626222}, ROC AUC: 0.9261431500005743

Round 5: Metrics: {'accuracy': 0.960078648923844, 'precision': 0.038200339558573854, 'recall': 0.9183673469387755, 'f1_score': 0.07334963325183373}, ROC AUC: 0.9359391688583143

Round 1: Metrics: {'accuracy': 0.9858151048067132, 'precision': 0.09101382488479262, 'recall': 0.8061224489795918, 'f1_score': 0.16356107660455488}, ROC AUC: 0.9828783212074925

Round 1: Metrics: {'accuracy': 0.9858151048067132, 'precision': 0.09101382488479262, 'recall': 0.8061224489795918, 'f1_score': 0.16356107660455488}, ROC AUC: 0.9828783212074925

Round 2: Metrics: {'accuracy': 0.984410659738071, 'precision': 0.08333333333333333, 'recall': 0.8061224489795918, 'f1_score': 0.1510516252390057}, ROC AUC: 0.9821136969841398

Round 1: Metrics: {'accuracy': 0.9858151048067132, 'precision': 0.09101382488479262, 'recall': 0.8061224489795918, 'f1_score': 0.16356107660455488}, ROC AUC: 0.9828783212074925

Round 2: Metrics: {'accuracy': 0.984410659738071, 'precision': 0.08333333333333333, 'recall': 0.8061224489795918, 'f1_score': 0.1510516252390057}, ROC AUC: 0.9821136969841398

Round 3: Metrics: {'accuracy': 0.9954706646536288, 'precision': 0.24193548387096775, 'recall': 0.7653061224489796, 'f1_score': 0.3676470588235295}, ROC AUC: 0.9762201148748751

Round 1: Metrics: {'accuracy': 0.9858151048067132, 'precision': 0.09101382488479262, 'recall': 0.8061224489795918, 'f1_score': 0.16356107660455488}, ROC AUC: 0.9828783212074925

Round 2: Metrics: {'accuracy': 0.984410659738071, 'precision': 0.08333333333333333, 'recall': 0.8061224489795918, 'f1_score': 0.1510516252390057}, ROC AUC: 0.9821136969841398

Round 3: Metrics: {'accuracy': 0.9954706646536288, 'precision': 0.24193548387096775, 'recall': 0.7653061224489796, 'f1_score': 0.3676470588235295}, ROC AUC: 0.9762201148748751

Round 4: Metrics: {'accuracy': 0.9978757768336786, 'precision': 0.4319526627218935, 'recall': 0.7448979591836735, 'f1_score': 0.5468164794007491}, ROC AUC: 0.9399055785088374

Round 1: Metrics: {'accuracy': 0.9858151048067132, 'precision': 0.09101382488479262, 'recall': 0.8061224489795918, 'f1_score': 0.16356107660455488}, ROC AUC: 0.9828783212074925

Round 2: Metrics: {'accuracy': 0.984410659738071, 'precision': 0.08333333333333333, 'recall': 0.8061224489795918, 'f1_score': 0.1510516252390057}, ROC AUC: 0.9821136969841398

Round 3: Metrics: {'accuracy': 0.9954706646536288, 'precision': 0.24193548387096775, 'recall': 0.7653061224489796, 'f1_score': 0.3676470588235295}, ROC AUC: 0.9762201148748751

Round 4: Metrics: {'accuracy': 0.9978757768336786, 'precision': 0.4319526627218935, 'recall': 0.7448979591836735, 'f1_score': 0.5468164794007491}, ROC AUC: 0.9399055785088374

Round 5: Metrics: {'accuracy': 0.9988764439450862, 'precision': 0.67, 'recall': 0.6836734693877551, 'f1_score': 0.6767676767676768}, ROC AUC: 0.9226839476646032

Round 1: Metrics: {'accuracy': 0.9853235490326885, 'precision': 0.0918141592920354, 'recall': 0.8469387755102041, 'f1_score': 0.1656686626746507}, ROC AUC: 0.9124481038898395

Round 1: Metrics: {'accuracy': 0.9853235490326885, 'precision': 0.0918141592920354, 'recall': 0.8469387755102041, 'f1_score': 0.1656686626746507}, ROC AUC: 0.9124481038898395

Round 2: Metrics: {'accuracy': 0.9892559952248867, 'precision': 0.12426900584795321, 'recall': 0.8673469387755102, 'f1_score': 0.21739130434782608}, ROC AUC: 0.9102169479919148

Round 1: Metrics: {'accuracy': 0.9853235490326885, 'precision': 0.0918141592920354, 'recall': 0.8469387755102041, 'f1_score': 0.1656686626746507}, ROC AUC: 0.9124481038898395

Round 2: Metrics: {'accuracy': 0.9892559952248867, 'precision': 0.12426900584795321, 'recall': 0.8673469387755102, 'f1_score': 0.21739130434782608}, ROC AUC: 0.9102169479919148

Round 3: Metrics: {'accuracy': 0.9964537762016783, 'precision': 0.30451127819548873, 'recall': 0.826530612244898, 'f1_score': 0.4450549450549451}, ROC AUC: 0.8993385937661502

Round 1: Metrics: {'accuracy': 0.9853235490326885, 'precision': 0.0918141592920354, 'recall': 0.8469387755102041, 'f1_score': 0.1656686626746507}, ROC AUC: 0.9124481038898395

Round 2: Metrics: {'accuracy': 0.9892559952248867, 'precision': 0.12426900584795321, 'recall': 0.8673469387755102, 'f1_score': 0.21739130434782608}, ROC AUC: 0.9102169479919148

Round 3: Metrics: {'accuracy': 0.9964537762016783, 'precision': 0.30451127819548873, 'recall': 0.826530612244898, 'f1_score': 0.4450549450549451}, ROC AUC: 0.8993385937661502

Round 4: Metrics: {'accuracy': 0.9943295530353569, 'precision': 0.21227621483375958, 'recall': 0.8469387755102041, 'f1_score': 0.3394683026584867}, ROC AUC: 0.9117803811169938

Round 1: Metrics: {'accuracy': 0.9853235490326885, 'precision': 0.0918141592920354, 'recall': 0.8469387755102041, 'f1_score': 0.1656686626746507}, ROC AUC: 0.9124481038898395

Round 2: Metrics: {'accuracy': 0.9892559952248867, 'precision': 0.12426900584795321, 'recall': 0.8673469387755102, 'f1_score': 0.21739130434782608}, ROC AUC: 0.9102169479919148

Round 3: Metrics: {'accuracy': 0.9964537762016783, 'precision': 0.30451127819548873, 'recall': 0.826530612244898, 'f1_score': 0.4450549450549451}, ROC AUC: 0.8993385937661502

Round 4: Metrics: {'accuracy': 0.9943295530353569, 'precision': 0.21227621483375958, 'recall': 0.8469387755102041, 'f1_score': 0.3394683026584867}, ROC AUC: 0.9117803811169938

Round 5: Metrics: {'accuracy': 0.9969979986657772, 'precision': 0.3459915611814346, 'recall': 0.8367346938775511, 'f1_score': 0.48955223880597015}, ROC AUC: 0.9072473671517003

Round 1: Metrics: {'accuracy': 0.9751764334117482, 'precision': 0.05838926174496644, 'recall': 0.8877551020408163, 'f1_score': 0.10957178841309824}, ROC AUC: 0.9235516642644678

Round 1: Metrics: {'accuracy': 0.9751764334117482, 'precision': 0.05838926174496644, 'recall': 0.8877551020408163, 'f1_score': 0.10957178841309824}, ROC AUC: 0.9235516642644678

Round 2: Metrics: {'accuracy': 0.9714370984164882, 'precision': 0.0526623756582797, 'recall': 0.9183673469387755, 'f1_score': 0.09961261759822912}, ROC AUC: 0.9280346124803327

Round 1: Metrics: {'accuracy': 0.9751764334117482, 'precision': 0.05838926174496644, 'recall': 0.8877551020408163, 'f1_score': 0.10957178841309824}, ROC AUC: 0.9235516642644678

Round 2: Metrics: {'accuracy': 0.9714370984164882, 'precision': 0.0526623756582797, 'recall': 0.9183673469387755, 'f1_score': 0.09961261759822912}, ROC AUC: 0.9280346124803327

Round 3: Metrics: {'accuracy': 0.9733330992591552, 'precision': 0.056768558951965066, 'recall': 0.9285714285714286, 'f1_score': 0.10699588477366255}, ROC AUC: 0.943625966143351

Round 1: Metrics: {'accuracy': 0.9751764334117482, 'precision': 0.05838926174496644, 'recall': 0.8877551020408163, 'f1_score': 0.10957178841309824}, ROC AUC: 0.9235516642644678

Round 2: Metrics: {'accuracy': 0.9714370984164882, 'precision': 0.0526623756582797, 'recall': 0.9183673469387755, 'f1_score': 0.09961261759822912}, ROC AUC: 0.9280346124803327

Round 3: Metrics: {'accuracy': 0.9733330992591552, 'precision': 0.056768558951965066, 'recall': 0.9285714285714286, 'f1_score': 0.10699588477366255}, ROC AUC: 0.943625966143351

Round 4: Metrics: {'accuracy': 0.9671359853937713, 'precision': 0.04652351738241309, 'recall': 0.9285714285714286, 'f1_score': 0.08860759493670886}, ROC AUC: 0.9498773658309695

Round 1: Metrics: {'accuracy': 0.9751764334117482, 'precision': 0.05838926174496644, 'recall': 0.8877551020408163, 'f1_score': 0.10957178841309824}, ROC AUC: 0.9235516642644678

Round 2: Metrics: {'accuracy': 0.9714370984164882, 'precision': 0.0526623756582797, 'recall': 0.9183673469387755, 'f1_score': 0.09961261759822912}, ROC AUC: 0.9280346124803327

Round 3: Metrics: {'accuracy': 0.9733330992591552, 'precision': 0.056768558951965066, 'recall': 0.9285714285714286, 'f1_score': 0.10699588477366255}, ROC AUC: 0.943625966143351

